id,field_abstract,field_alt_title,field_classification,field_copyright_date,field_dewey_classification,field_edition,field_edtf_date_created,field_edtf_date_issued,field_extent,field_full_title,field_geographic_subject,field_identifier,field_isbn,field_language,field_lcc_classification,field_linked_agent,field_local_identifier,field_mode_of_issuance,field_note,field_oclc_number,field_physical_form,field_pid,field_place_published,field_place_published_country,field_resource_type,field_rights,field_subject,field_subjects_name,field_table_of_contents,title,file,parent_id,field_weight,field_member_of,field_model
lsu-ag-agexp:1000,,,,,,,,,,lsu-ag-agexp:914-44,,,,,,,,,,,,lsu-ag-agexp:1000,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:914-44,,,,,Language
lsu-ag-agexp:1001,,,,,,,,,,lsu-ag-agexp:914-81,,,,,,,,,,,,lsu-ag-agexp:1001,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:914-81,,,,,Language
lsu-ag-agexp:1002,,,,,,,,1990.0,,"Sugarcane Research Annual Progress Report, 1990",,,,,,"relators:aut:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Louisiana Agricultural Experiment Station, Louisiana State University Agriculturual Center",,,host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection,,,lsu-ag-agexp:1002,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Sugarcane -- Louisiana,,,"Sugarcane Research Annual Progress Report, 1990",,,,,Language
lsu-ag-agexp:1003,,,,,,,,,,lsu-ag-agexp:1002-50,,,,,,,,,,,,lsu-ag-agexp:1003,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-50,,,,,Language
lsu-ag-agexp:1004,,,,,,,,,,lsu-ag-agexp:1002-29,,,,,,,,,,,,lsu-ag-agexp:1004,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-29,,,,,Language
lsu-ag-agexp:1005,,,,,,,,,,lsu-ag-agexp:1002-33,,,,,,,,,,,,lsu-ag-agexp:1005,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-33,,,,,Language
lsu-ag-agexp:1006,,,,,,,,,,lsu-ag-agexp:1002-32,,,,,,,,,,,,lsu-ag-agexp:1006,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-32,,,,,Language
lsu-ag-agexp:1007,,,,,,,,,,lsu-ag-agexp:1002-247,,,,,,,,,,,,lsu-ag-agexp:1007,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-247,,,,,Language
lsu-ag-agexp:1008,,,,,,,,,,lsu-ag-agexp:1002-161,,,,,,,,,,,,lsu-ag-agexp:1008,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-161,,,,,Language
lsu-ag-agexp:1009,,,,,,,,,,lsu-ag-agexp:1002-124,,,,,,,,,,,,lsu-ag-agexp:1009,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-124,,,,,Language
lsu-ag-agexp:100,,,,,,,,,,lsu-ag-agexp:42-51,,,,,,,,,,,,lsu-ag-agexp:100,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-51,,,,,Language
lsu-ag-agexp:1010,,,,,,,,,,lsu-ag-agexp:1002-265,,,,,,,,,,,,lsu-ag-agexp:1010,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-265,,,,,Language
lsu-ag-agexp:1011,,,,,,,,,,lsu-ag-agexp:1002-101,,,,,,,,,,,,lsu-ag-agexp:1011,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-101,,,,,Language
lsu-ag-agexp:1012,,,,,,,,,,lsu-ag-agexp:1002-180,,,,,,,,,,,,lsu-ag-agexp:1012,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-180,,,,,Language
lsu-ag-agexp:1013,,,,,,,,,,lsu-ag-agexp:1002-138,,,,,,,,,,,,lsu-ag-agexp:1013,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-138,,,,,Language
lsu-ag-agexp:1014,,,,,,,,,,lsu-ag-agexp:1002-147,,,,,,,,,,,,lsu-ag-agexp:1014,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-147,,,,,Language
lsu-ag-agexp:1015,,,,,,,,,,lsu-ag-agexp:1002-259,,,,,,,,,,,,lsu-ag-agexp:1015,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-259,,,,,Language
lsu-ag-agexp:1016,,,,,,,,,,lsu-ag-agexp:1002-213,,,,,,,,,,,,lsu-ag-agexp:1016,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-213,,,,,Language
lsu-ag-agexp:1017,,,,,,,,,,lsu-ag-agexp:1002-43,,,,,,,,,,,,lsu-ag-agexp:1017,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-43,,,,,Language
lsu-ag-agexp:1018,,,,,,,,,,lsu-ag-agexp:1002-189,,,,,,,,,,,,lsu-ag-agexp:1018,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-189,,,,,Language
lsu-ag-agexp:1019,,,,,,,,,,lsu-ag-agexp:1002-70,,,,,,,,,,,,lsu-ag-agexp:1019,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-70,,,,,Language
lsu-ag-agexp:101,,,,,,,,,,lsu-ag-agexp:42-80,,,,,,,,,,,,lsu-ag-agexp:101,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-80,,,,,Language
lsu-ag-agexp:1020,,,,,,,,,,lsu-ag-agexp:1002-241,,,,,,,,,,,,lsu-ag-agexp:1020,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-241,,,,,Language
lsu-ag-agexp:1021,,,,,,,,,,lsu-ag-agexp:1002-142,,,,,,,,,,,,lsu-ag-agexp:1021,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-142,,,,,Language
lsu-ag-agexp:1022,,,,,,,,,,lsu-ag-agexp:1002-192,,,,,,,,,,,,lsu-ag-agexp:1022,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-192,,,,,Language
lsu-ag-agexp:1023,,,,,,,,,,lsu-ag-agexp:1002-228,,,,,,,,,,,,lsu-ag-agexp:1023,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-228,,,,,Language
lsu-ag-agexp:1024,,,,,,,,,,lsu-ag-agexp:1002-73,,,,,,,,,,,,lsu-ag-agexp:1024,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-73,,,,,Language
lsu-ag-agexp:1025,,,,,,,,,,lsu-ag-agexp:1002-116,,,,,,,,,,,,lsu-ag-agexp:1025,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-116,,,,,Language
lsu-ag-agexp:1026,,,,,,,,,,lsu-ag-agexp:1002-95,,,,,,,,,,,,lsu-ag-agexp:1026,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-95,,,,,Language
lsu-ag-agexp:1027,,,,,,,,,,lsu-ag-agexp:1002-109,,,,,,,,,,,,lsu-ag-agexp:1027,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-109,,,,,Language
lsu-ag-agexp:1028,,,,,,,,,,lsu-ag-agexp:1002-256,,,,,,,,,,,,lsu-ag-agexp:1028,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-256,,,,,Language
lsu-ag-agexp:1029,,,,,,,,,,lsu-ag-agexp:1002-12,,,,,,,,,,,,lsu-ag-agexp:1029,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-12,,,,,Language
lsu-ag-agexp:102,,,,,,,,,,lsu-ag-agexp:42-18,,,,,,,,,,,,lsu-ag-agexp:102,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-18,,,,,Language
lsu-ag-agexp:1030,,,,,,,,,,lsu-ag-agexp:1002-202,,,,,,,,,,,,lsu-ag-agexp:1030,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-202,,,,,Language
lsu-ag-agexp:1031,,,,,,,,,,lsu-ag-agexp:1002-112,,,,,,,,,,,,lsu-ag-agexp:1031,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-112,,,,,Language
lsu-ag-agexp:1032,,,,,,,,,,lsu-ag-agexp:1002-150,,,,,,,,,,,,lsu-ag-agexp:1032,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-150,,,,,Language
lsu-ag-agexp:1033,,,,,,,,,,lsu-ag-agexp:1002-136,,,,,,,,,,,,lsu-ag-agexp:1033,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-136,,,,,Language
lsu-ag-agexp:1034,,,,,,,,,,lsu-ag-agexp:1002-190,,,,,,,,,,,,lsu-ag-agexp:1034,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-190,,,,,Language
lsu-ag-agexp:1035,,,,,,,,,,lsu-ag-agexp:1002-196,,,,,,,,,,,,lsu-ag-agexp:1035,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-196,,,,,Language
lsu-ag-agexp:1036,,,,,,,,,,lsu-ag-agexp:1002-78,,,,,,,,,,,,lsu-ag-agexp:1036,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-78,,,,,Language
lsu-ag-agexp:1037,,,,,,,,,,lsu-ag-agexp:1002-249,,,,,,,,,,,,lsu-ag-agexp:1037,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-249,,,,,Language
lsu-ag-agexp:1038,,,,,,,,,,lsu-ag-agexp:1002-255,,,,,,,,,,,,lsu-ag-agexp:1038,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-255,,,,,Language
lsu-ag-agexp:1039,,,,,,,,,,lsu-ag-agexp:1002-139,,,,,,,,,,,,lsu-ag-agexp:1039,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-139,,,,,Language
lsu-ag-agexp:103,,,,,,,,,,lsu-ag-agexp:42-42,,,,,,,,,,,,lsu-ag-agexp:103,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-42,,,,,Language
lsu-ag-agexp:1040,,,,,,,,,,lsu-ag-agexp:1002-64,,,,,,,,,,,,lsu-ag-agexp:1040,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-64,,,,,Language
lsu-ag-agexp:1041,,,,,,,,,,lsu-ag-agexp:1002-25,,,,,,,,,,,,lsu-ag-agexp:1041,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-25,,,,,Language
lsu-ag-agexp:1042,,,,,,,,,,lsu-ag-agexp:1002-54,,,,,,,,,,,,lsu-ag-agexp:1042,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-54,,,,,Language
lsu-ag-agexp:1043,,,,,,,,,,lsu-ag-agexp:1002-19,,,,,,,,,,,,lsu-ag-agexp:1043,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-19,,,,,Language
lsu-ag-agexp:1044,,,,,,,,,,lsu-ag-agexp:1002-238,,,,,,,,,,,,lsu-ag-agexp:1044,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-238,,,,,Language
lsu-ag-agexp:1045,,,,,,,,,,lsu-ag-agexp:1002-206,,,,,,,,,,,,lsu-ag-agexp:1045,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-206,,,,,Language
lsu-ag-agexp:1046,,,,,,,,,,lsu-ag-agexp:1002-266,,,,,,,,,,,,lsu-ag-agexp:1046,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-266,,,,,Language
lsu-ag-agexp:1047,,,,,,,,,,lsu-ag-agexp:1002-207,,,,,,,,,,,,lsu-ag-agexp:1047,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-207,,,,,Language
lsu-ag-agexp:1048,,,,,,,,,,lsu-ag-agexp:1002-143,,,,,,,,,,,,lsu-ag-agexp:1048,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-143,,,,,Language
lsu-ag-agexp:1049,,,,,,,,,,lsu-ag-agexp:1002-187,,,,,,,,,,,,lsu-ag-agexp:1049,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-187,,,,,Language
lsu-ag-agexp:104,,,,,,,,,,lsu-ag-agexp:42-26,,,,,,,,,,,,lsu-ag-agexp:104,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-26,,,,,Language
lsu-ag-agexp:1050,,,,,,,,,,lsu-ag-agexp:1002-221,,,,,,,,,,,,lsu-ag-agexp:1050,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-221,,,,,Language
lsu-ag-agexp:1051,,,,,,,,,,lsu-ag-agexp:1002-27,,,,,,,,,,,,lsu-ag-agexp:1051,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-27,,,,,Language
lsu-ag-agexp:1052,,,,,,,,,,lsu-ag-agexp:1002-40,,,,,,,,,,,,lsu-ag-agexp:1052,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-40,,,,,Language
lsu-ag-agexp:1053,,,,,,,,,,lsu-ag-agexp:1002-113,,,,,,,,,,,,lsu-ag-agexp:1053,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-113,,,,,Language
lsu-ag-agexp:1054,,,,,,,,,,lsu-ag-agexp:1002-9,,,,,,,,,,,,lsu-ag-agexp:1054,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-9,,,,,Language
lsu-ag-agexp:1055,,,,,,,,,,lsu-ag-agexp:1002-131,,,,,,,,,,,,lsu-ag-agexp:1055,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-131,,,,,Language
lsu-ag-agexp:1056,,,,,,,,,,lsu-ag-agexp:1002-239,,,,,,,,,,,,lsu-ag-agexp:1056,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-239,,,,,Language
lsu-ag-agexp:1057,,,,,,,,,,lsu-ag-agexp:1002-260,,,,,,,,,,,,lsu-ag-agexp:1057,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-260,,,,,Language
lsu-ag-agexp:1058,,,,,,,,,,lsu-ag-agexp:1002-89,,,,,,,,,,,,lsu-ag-agexp:1058,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-89,,,,,Language
lsu-ag-agexp:1059,,,,,,,,,,lsu-ag-agexp:1002-115,,,,,,,,,,,,lsu-ag-agexp:1059,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-115,,,,,Language
lsu-ag-agexp:105,,,,,,,,,,lsu-ag-agexp:42-13,,,,,,,,,,,,lsu-ag-agexp:105,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-13,,,,,Language
lsu-ag-agexp:1060,,,,,,,,,,lsu-ag-agexp:1002-87,,,,,,,,,,,,lsu-ag-agexp:1060,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-87,,,,,Language
lsu-ag-agexp:1061,,,,,,,,,,lsu-ag-agexp:1002-36,,,,,,,,,,,,lsu-ag-agexp:1061,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-36,,,,,Language
lsu-ag-agexp:1062,,,,,,,,,,lsu-ag-agexp:1002-53,,,,,,,,,,,,lsu-ag-agexp:1062,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-53,,,,,Language
lsu-ag-agexp:1063,,,,,,,,,,lsu-ag-agexp:1002-220,,,,,,,,,,,,lsu-ag-agexp:1063,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-220,,,,,Language
lsu-ag-agexp:1064,,,,,,,,,,lsu-ag-agexp:1002-127,,,,,,,,,,,,lsu-ag-agexp:1064,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-127,,,,,Language
lsu-ag-agexp:1065,,,,,,,,,,lsu-ag-agexp:1002-182,,,,,,,,,,,,lsu-ag-agexp:1065,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-182,,,,,Language
lsu-ag-agexp:1066,,,,,,,,,,lsu-ag-agexp:1002-16,,,,,,,,,,,,lsu-ag-agexp:1066,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-16,,,,,Language
lsu-ag-agexp:1067,,,,,,,,,,lsu-ag-agexp:1002-193,,,,,,,,,,,,lsu-ag-agexp:1067,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-193,,,,,Language
lsu-ag-agexp:1068,,,,,,,,,,lsu-ag-agexp:1002-257,,,,,,,,,,,,lsu-ag-agexp:1068,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-257,,,,,Language
lsu-ag-agexp:1069,,,,,,,,,,lsu-ag-agexp:1002-111,,,,,,,,,,,,lsu-ag-agexp:1069,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-111,,,,,Language
lsu-ag-agexp:106,,,,,,,,,,lsu-ag-agexp:42-28,,,,,,,,,,,,lsu-ag-agexp:106,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-28,,,,,Language
lsu-ag-agexp:1070,,,,,,,,,,lsu-ag-agexp:1002-210,,,,,,,,,,,,lsu-ag-agexp:1070,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-210,,,,,Language
lsu-ag-agexp:1071,,,,,,,,,,lsu-ag-agexp:1002-41,,,,,,,,,,,,lsu-ag-agexp:1071,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-41,,,,,Language
lsu-ag-agexp:1072,,,,,,,,,,lsu-ag-agexp:1002-203,,,,,,,,,,,,lsu-ag-agexp:1072,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-203,,,,,Language
lsu-ag-agexp:1073,,,,,,,,,,lsu-ag-agexp:1002-223,,,,,,,,,,,,lsu-ag-agexp:1073,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-223,,,,,Language
lsu-ag-agexp:1074,,,,,,,,,,lsu-ag-agexp:1002-69,,,,,,,,,,,,lsu-ag-agexp:1074,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-69,,,,,Language
lsu-ag-agexp:1075,,,,,,,,,,lsu-ag-agexp:1002-71,,,,,,,,,,,,lsu-ag-agexp:1075,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-71,,,,,Language
lsu-ag-agexp:1076,,,,,,,,,,lsu-ag-agexp:1002-103,,,,,,,,,,,,lsu-ag-agexp:1076,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-103,,,,,Language
lsu-ag-agexp:1077,,,,,,,,,,lsu-ag-agexp:1002-46,,,,,,,,,,,,lsu-ag-agexp:1077,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-46,,,,,Language
lsu-ag-agexp:1078,,,,,,,,,,lsu-ag-agexp:1002-105,,,,,,,,,,,,lsu-ag-agexp:1078,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-105,,,,,Language
lsu-ag-agexp:1079,,,,,,,,,,lsu-ag-agexp:1002-91,,,,,,,,,,,,lsu-ag-agexp:1079,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-91,,,,,Language
lsu-ag-agexp:107,,,,,,,,,,lsu-ag-agexp:42-84,,,,,,,,,,,,lsu-ag-agexp:107,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-84,,,,,Language
lsu-ag-agexp:1080,,,,,,,,,,lsu-ag-agexp:1002-129,,,,,,,,,,,,lsu-ag-agexp:1080,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-129,,,,,Language
lsu-ag-agexp:1081,,,,,,,,,,lsu-ag-agexp:1002-156,,,,,,,,,,,,lsu-ag-agexp:1081,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-156,,,,,Language
lsu-ag-agexp:1082,,,,,,,,,,lsu-ag-agexp:1002-191,,,,,,,,,,,,lsu-ag-agexp:1082,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-191,,,,,Language
lsu-ag-agexp:1083,,,,,,,,,,lsu-ag-agexp:1002-24,,,,,,,,,,,,lsu-ag-agexp:1083,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-24,,,,,Language
lsu-ag-agexp:1084,,,,,,,,,,lsu-ag-agexp:1002-197,,,,,,,,,,,,lsu-ag-agexp:1084,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-197,,,,,Language
lsu-ag-agexp:1085,,,,,,,,,,lsu-ag-agexp:1002-245,,,,,,,,,,,,lsu-ag-agexp:1085,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-245,,,,,Language
lsu-ag-agexp:1086,,,,,,,,,,lsu-ag-agexp:1002-63,,,,,,,,,,,,lsu-ag-agexp:1086,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-63,,,,,Language
lsu-ag-agexp:1087,,,,,,,,,,lsu-ag-agexp:1002-211,,,,,,,,,,,,lsu-ag-agexp:1087,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-211,,,,,Language
lsu-ag-agexp:1088,,,,,,,,,,lsu-ag-agexp:1002-217,,,,,,,,,,,,lsu-ag-agexp:1088,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-217,,,,,Language
lsu-ag-agexp:1089,,,,,,,,,,lsu-ag-agexp:1002-167,,,,,,,,,,,,lsu-ag-agexp:1089,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-167,,,,,Language
lsu-ag-agexp:108,,,,,,,,,,lsu-ag-agexp:42-86,,,,,,,,,,,,lsu-ag-agexp:108,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-86,,,,,Language
lsu-ag-agexp:1090,,,,,,,,,,lsu-ag-agexp:1002-15,,,,,,,,,,,,lsu-ag-agexp:1090,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-15,,,,,Language
lsu-ag-agexp:1091,,,,,,,,,,lsu-ag-agexp:1002-96,,,,,,,,,,,,lsu-ag-agexp:1091,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-96,,,,,Language
lsu-ag-agexp:1092,,,,,,,,,,lsu-ag-agexp:1002-229,,,,,,,,,,,,lsu-ag-agexp:1092,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-229,,,,,Language
lsu-ag-agexp:1093,,,,,,,,,,lsu-ag-agexp:1002-31,,,,,,,,,,,,lsu-ag-agexp:1093,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-31,,,,,Language
lsu-ag-agexp:1094,,,,,,,,,,lsu-ag-agexp:1002-82,,,,,,,,,,,,lsu-ag-agexp:1094,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-82,,,,,Language
lsu-ag-agexp:1095,,,,,,,,,,lsu-ag-agexp:1002-258,,,,,,,,,,,,lsu-ag-agexp:1095,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-258,,,,,Language
lsu-ag-agexp:1096,,,,,,,,,,lsu-ag-agexp:1002-214,,,,,,,,,,,,lsu-ag-agexp:1096,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-214,,,,,Language
lsu-ag-agexp:1097,,,,,,,,,,lsu-ag-agexp:1002-254,,,,,,,,,,,,lsu-ag-agexp:1097,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-254,,,,,Language
lsu-ag-agexp:1098,,,,,,,,,,lsu-ag-agexp:1002-201,,,,,,,,,,,,lsu-ag-agexp:1098,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-201,,,,,Language
lsu-ag-agexp:1099,,,,,,,,,,lsu-ag-agexp:1002-125,,,,,,,,,,,,lsu-ag-agexp:1099,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-125,,,,,Language
lsu-ag-agexp:109,,,,,,,,,,lsu-ag-agexp:42-68,,,,,,,,,,,,lsu-ag-agexp:109,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-68,,,,,Language
lsu-ag-agexp:10,,,,,,,,,,lsu-ag-agexp:1-9,,,,,,,,,,,,lsu-ag-agexp:10,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1-9,,,,,Language
lsu-ag-agexp:1100,,,,,,,,,,lsu-ag-agexp:1002-153,,,,,,,,,,,,lsu-ag-agexp:1100,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-153,,,,,Language
lsu-ag-agexp:1101,,,,,,,,,,lsu-ag-agexp:1002-61,,,,,,,,,,,,lsu-ag-agexp:1101,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-61,,,,,Language
lsu-ag-agexp:1102,,,,,,,,,,lsu-ag-agexp:1002-181,,,,,,,,,,,,lsu-ag-agexp:1102,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-181,,,,,Language
lsu-ag-agexp:1103,,,,,,,,,,lsu-ag-agexp:1002-48,,,,,,,,,,,,lsu-ag-agexp:1103,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-48,,,,,Language
lsu-ag-agexp:1104,,,,,,,,,,lsu-ag-agexp:1002-47,,,,,,,,,,,,lsu-ag-agexp:1104,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-47,,,,,Language
lsu-ag-agexp:1105,,,,,,,,,,lsu-ag-agexp:1002-261,,,,,,,,,,,,lsu-ag-agexp:1105,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-261,,,,,Language
lsu-ag-agexp:1106,,,,,,,,,,lsu-ag-agexp:1002-92,,,,,,,,,,,,lsu-ag-agexp:1106,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-92,,,,,Language
lsu-ag-agexp:1107,,,,,,,,,,lsu-ag-agexp:1002-107,,,,,,,,,,,,lsu-ag-agexp:1107,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-107,,,,,Language
lsu-ag-agexp:1108,,,,,,,,,,lsu-ag-agexp:1002-166,,,,,,,,,,,,lsu-ag-agexp:1108,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-166,,,,,Language
lsu-ag-agexp:1109,,,,,,,,,,lsu-ag-agexp:1002-230,,,,,,,,,,,,lsu-ag-agexp:1109,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-230,,,,,Language
lsu-ag-agexp:110,,,,,,,,,,lsu-ag-agexp:42-2,,,,,,,,,,,,lsu-ag-agexp:110,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:42-2,,,,,Language
lsu-ag-agexp:1110,,,,,,,,,,lsu-ag-agexp:1002-3,,,,,,,,,,,,lsu-ag-agexp:1110,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-3,,,,,Language
lsu-ag-agexp:1111,,,,,,,,,,lsu-ag-agexp:1002-110,,,,,,,,,,,,lsu-ag-agexp:1111,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-110,,,,,Language
lsu-ag-agexp:1112,,,,,,,,,,lsu-ag-agexp:1002-4,,,,,,,,,,,,lsu-ag-agexp:1112,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-4,,,,,Language
lsu-ag-agexp:1113,,,,,,,,,,lsu-ag-agexp:1002-157,,,,,,,,,,,,lsu-ag-agexp:1113,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-157,,,,,Language
lsu-ag-agexp:1114,,,,,,,,,,lsu-ag-agexp:1002-30,,,,,,,,,,,,lsu-ag-agexp:1114,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-30,,,,,Language
lsu-ag-agexp:1115,,,,,,,,,,lsu-ag-agexp:1002-122,,,,,,,,,,,,lsu-ag-agexp:1115,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1002-122,,,,,Language
